row_index,rank,feature,feature_value,shap_value,plain_explanation
26639,3,file_activity,120,1.170729944,File-related activity was unusually high
5867,1,combined_risk,2.61683464,2.762322365,Multiple risk signals increased at the same time
5867,2,total_activity,176,1.727673101,Overall system activity was unusually high
5867,3,behavioral_risk_3week_avg,5.333333333,0.50393984,Suspicious behavior stayed elevated over several weeks
22449,1,total_activity,263,3.497165184,Overall system activity was unusually high
22449,2,combined_risk,2.695595371,2.399692563,Multiple risk signals increased at the same time
22449,3,email_weekly_avg_emails_per_day,4.698740835,0.339794011,Daily email volume was unusually high
34209,1,combined_risk,2.601157148,2.413361785,Multiple risk signals increased at the same time
34209,2,file_change,-76,1.305723996,File activity changed sharply compared with the previous week
34209,3,file_activity,100,1.031337526,File-related activity was unusually high
19889,1,total_activity,251,3.273736216,Overall system activity was unusually high
19889,2,combined_risk,2.667413214,2.541202499,Multiple risk signals increased at the same time
19889,3,file_activity,65,0.483000064,File-related activity was unusually high
10679,1,combined_risk,2.636618141,3.02664941,Multiple risk signals increased at the same time
10679,2,total_activity,184,1.981741465,Overall system activity was unusually high
10679,3,behavioral_risk_3week_avg,4.333333333,0.505467671,Suspicious behavior stayed elevated over several weeks
12229,1,total_activity,284,2.180695438,Overall system activity was unusually high
12229,2,combined_risk,4.176371781,1.670664011,Multiple risk signals increased at the same time
12229,3,behavioral_risk_3week_avg,8,1.307322547,Suspicious behavior stayed elevated over several weeks
34394,1,total_activity,253,3.133979231,Overall system activity was unusually high
34394,2,combined_risk,3.168906308,2.965985987,Multiple risk signals increased at the same time
34394,3,file_activity,67,0.498654749,File-related activity was unusually high
17434,1,total_activity,300,3.548679616,Overall system activity was unusually high
17434,2,combined_risk,2.681597611,2.630462683,Multiple risk signals increased at the same time
17434,3,device_weekly_avg_device_connections_per_day,4.233060668,0.619337434,Daily external device usage was unusually high
16507,1,total_activity,283,2.255504143,Overall system activity was unusually high
16507,2,combined_risk,4.17581187,1.614076577,Multiple risk signals increased at the same time
16507,3,behavioral_risk_3week_avg,8,1.243626217,Suspicious behavior stayed elevated over several weeks
19705,1,combined_risk,4.078387458,3.446358842,Multiple risk signals increased at the same time
19705,2,http_weekly_active_days,5.504626106,1.767429404,Web activity occurred across many days
19705,3,behavioral_risk_3week_avg,8,1.420680481,Suspicious behavior stayed elevated over several weeks
1258,1,combined_risk,2.603770063,2.695115969,Multiple risk signals increased at the same time
1258,2,total_activity,170,1.204771502,Overall system activity was unusually high
1258,3,file_activity,108,1.005582697,File-related activity was unusually high
5445,1,combined_risk,3.064949608,3.962036377,Multiple risk signals increased at the same time
5445,2,http_weekly_active_days,5.504626106,1.613945833,Web activity occurred across many days
5445,3,behavioral_risk_3week_avg,6,0.399980896,Suspicious behavior stayed elevated over several weeks
5556,1,total_activity,250,2.762314801,Overall system activity was unusually high
5556,2,combined_risk,3.150429265,1.617127984,Multiple risk signals increased at the same time
5556,3,behavioral_risk_3week_avg,7.666666667,1.16221186,Suspicious behavior stayed elevated over several weeks
17265,1,combined_risk,3.722097798,3.041030889,Multiple risk signals increased at the same time
17265,2,total_activity,360,2.551501757,Overall system activity was unusually high
17265,3,file_activity,148,1.094482596,File-related activity was unusually high
34638,1,combined_risk,3.150989175,3.092803586,Multiple risk signals increased at the same time
34638,2,total_activity,256,2.369709104,Overall system activity was unusually high
34638,3,file_activity,129,1.078235722,File-related activity was unusually high
17790,1,combined_risk,3.635125047,2.946917052,Multiple risk signals increased at the same time
17790,2,http_weekly_active_days,7.407214,2.413512889,Web activity occurred across many days
17790,3,behavioral_risk_3week_avg,7,1.356523514,Suspicious behavior stayed elevated over several weeks
28717,1,total_activity,298,4.473955321,Overall system activity was unusually high
28717,2,logon_weekly_active_days,-1.428846822,0.821688588,Login activity occurred across many days
28717,3,behavioral_risk_3week_avg,6,0.646591086,Suspicious behavior stayed elevated over several weeks
17567,1,total_activity,352,3.224619611,Overall system activity was unusually high
17567,2,combined_risk,2.710712953,2.593436472,Multiple risk signals increased at the same time
17567,3,file_activity,169,1.178498665,File-related activity was unusually high
34268,1,total_activity,276,3.398459642,Overall system activity was unusually high
34268,2,combined_risk,3.170212766,3.273015735,Multiple risk signals increased at the same time
34268,3,device_weekly_avg_device_connections_per_day,4.123616624,0.617994204,Daily external device usage was unusually high
3629,1,combined_risk,3.108249347,3.003944818,Multiple risk signals increased at the same time
3629,2,total_activity,193,2.01643117,Overall system activity was unusually high
3629,3,file_activity,100,1.190427403,File-related activity was unusually high
1248,1,combined_risk,2.603023516,2.607919219,Multiple risk signals increased at the same time
1248,2,total_activity,169,1.018071196,Overall system activity was unusually high
1248,3,file_activity,104,0.923367514,File-related activity was unusually high
23282,1,total_activity,160,2.546889461,Overall system activity was unusually high
23282,2,combined_risk,2.101157148,1.461924861,Multiple risk signals increased at the same time
23282,3,device_weekly_avg_device_connections_per_day,4.561392799,0.896498677,Daily external device usage was unusually high
6927,1,combined_risk,3.102276969,4.393768664,Multiple risk signals increased at the same time
6927,2,http_weekly_active_days,5.504626106,1.998016324,Web activity occurred across many days
6927,3,total_activity,138,0.485993569,Overall system activity was unusually high
41547,1,combined_risk,3.131392311,3.14406644,Multiple risk signals increased at the same time
41547,2,total_activity,231,2.442519062,Overall system activity was unusually high
41547,3,file_activity,130,1.178203197,File-related activity was unusually high
22458,1,total_activity,268,3.65202327,Overall system activity was unusually high
22458,2,combined_risk,2.699328108,2.30593707,Multiple risk signals increased at the same time
22458,3,email_weekly_emails_with_attachments,7.54986328,0.311981242,Many emails included attachments
12223,1,total_activity,250,2.026013833,Overall system activity was unusually high
12223,2,combined_risk,4.657894737,1.565457559,Multiple risk signals increased at the same time
12223,3,behavioral_risk_3week_avg,8,1.271281922,Suspicious behavior stayed elevated over several weeks
4760,1,combined_risk,3.120754013,3.174598566,Multiple risk signals increased at the same time
4760,2,total_activity,212,1.675286454,Overall system activity was unusually high
4760,3,file_activity,123,1.078334683,File-related activity was unusually high
11077,1,combined_risk,2.610488988,3.663755585,Multiple risk signals increased at the same time
11077,2,total_activity,149,0.606029397,Overall system activity was unusually high
11077,3,behavioral_risk_3week_avg,4.666666667,0.575164328,Suspicious behavior stayed elevated over several weeks
21501,1,combined_risk,3.073908175,4.33016598,Multiple risk signals increased at the same time
21501,2,http_weekly_active_days,5.504626106,1.51594366,Web activity occurred across many days
21501,3,total_activity,100,0.435648919,Overall system activity was unusually high
17754,1,total_activity,267,3.490603052,Overall system activity was unusually high
17754,2,combined_risk,2.69858156,2.519843753,Multiple risk signals increased at the same time
17754,3,behavioral_risk_3week_avg,5,0.337903319,Suspicious behavior stayed elevated over several weeks
10892,1,total_activity,766,2.676197364,Overall system activity was unusually high
10892,2,combined_risk,4.470698022,2.022266061,Multiple risk signals increased at the same time
10892,3,behavioral_risk_3week_avg,7,1.08157644,Suspicious behavior stayed elevated over several weeks
24468,1,combined_risk,3.029115342,3.811094022,Multiple risk signals increased at the same time
24468,2,http_weekly_active_days,9.309801894,3.695083814,Web activity occurred across many days
24468,3,behavioral_risk_3week_avg,6,0.359392801,Suspicious behavior stayed elevated over several weeks
8239,1,combined_risk,2.620754013,2.47690325,Multiple risk signals increased at the same time
8239,2,total_activity,212,2.246225667,Overall system activity was unusually high
8239,3,file_activity,107,1.172233396,File-related activity was unusually high
6050,1,combined_risk,3.032848078,4.025087212,Multiple risk signals increased at the same time
6050,2,http_weekly_active_days,5.504626106,1.726868836,Web activity occurred across many days
6050,3,behavioral_risk_3week_avg,6,0.40005579,Suspicious behavior stayed elevated over several weeks
1058,1,combined_risk,3.123740202,3.180794959,Multiple risk signals increased at the same time
1058,2,total_activity,219,2.902807286,Overall system activity was unusually high
1058,3,device_weekly_avg_device_connections_per_day,4.451948756,0.874027574,Daily external device usage was unusually high
